rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,sales_growth,source,price_score,growth_score,commission_score,competition_score,lifecycle_score,shop_score,market_heat,viability,potential,markers
,VVS1 Moissanite Jewelry,1.0,750.0,1335.0,746.0,1472.0,,4,BlingoJewelry,时尚配件,,,,products_new_us.csv,60.0,88.7,60.0,20.0,100.0,60.0,92.1,52.0,66.6,暴涨新星
54,14K GOLD PLATED/FINAL SALE,12.0,83.0,996.0,83.0,996.0,,4,Nova Rose,时尚配件,,,,products_new_us.csv,100.0,62.2,60.0,20.0,100.0,60.0,73.5,66.0,66.6,价格战红海
56,HATS,13.0,82.0,1066.0,82.0,1066.0,,4,Amigos Pro Shop,时尚配件,,,,products_new_us.csv,100.0,62.1,60.0,20.0,100.0,60.0,73.5,66.0,66.6,价格战红海
58,Mona-8-18-A-1,20.0,80.0,1600.0,80.0,1600.0,,4,PPSJEWELRY,时尚配件,,,,products_new_us.csv,100.0,62.0,60.0,20.0,100.0,60.0,73.4,66.0,66.6,价格战红海
64,14k gold plated earrings,6.0,70.0,420.0,70.0,420.0,,4,LisiZen Jewelry,时尚配件,,,,products_new_us.csv,100.0,61.6,60.0,20.0,100.0,60.0,73.1,66.0,66.5,价格战红海
67,Quality Gold Filled Jewelry!,12.0,69.0,863.0,69.0,863.0,,4,BelikoSupplyz,时尚配件,,,,products_new_us.csv,100.0,61.6,60.0,20.0,100.0,60.0,73.1,66.0,66.5,价格战红海
72,Aura premium jewelry 8.18,5.0,64.0,320.0,64.0,320.0,,4,Soocosisx,时尚配件,,,,products_new_us.csv,100.0,61.4,60.0,20.0,100.0,60.0,73.0,66.0,66.4,价格战红海
73,14k plated stunning earrings,6.0,59.0,354.0,59.0,354.0,,4,LisiZen Jewelry,时尚配件,,,,products_new_us.csv,100.0,61.2,60.0,20.0,100.0,60.0,72.8,66.0,66.4,价格战红海
407,"Women’s Layered Thigh Chain, Multi-Strand Body Jewelry for Parties, Festivals, Club Outfits and Special Occasions, Adjustable Leg Accessory",9.99,3.0,29.97,3.0,29.97,13.0,4,WW1D shop,时尚配件,,,,products_new_us.csv,100.0,59.0,65.0,20.0,100.0,60.0,71.3,67.2,66.4,价格战红海
75,final sale- western goodies- NO RETURNS NO REFUNDS NO CANCELLATIONS,10.0,55.0,550.0,55.0,550.0,,4,Cowhide Belle Collective,时尚配件,,,,products_new_us.csv,100.0,61.0,60.0,20.0,100.0,60.0,72.7,66.0,66.3,价格战红海
84,"#348 Sunglasses/Scarfs for $9 Show Inspired by, No Cancels",5.0,46.0,230.0,46.0,230.0,,4,Value Outlets,时尚配件,,,,products_new_us.csv,100.0,60.7,60.0,20.0,100.0,60.0,72.5,66.0,66.2,价格战红海
85,SINGLE STRAND,5.0,46.0,230.0,46.0,230.0,,4,blovedwaistbeads,时尚配件,,,,products_new_us.csv,100.0,60.7,60.0,20.0,100.0,60.0,72.5,66.0,66.2,价格战红海
87,Tuesday Item Shown on Screen (Final Sale)- 1-1,15.0,45.0,675.0,45.0,675.0,,4,Truey Hats,时尚配件,,,,products_new_us.csv,100.0,60.6,60.0,20.0,100.0,60.0,72.5,66.0,66.2,价格战红海
92,0RANGE-08/17-LESLIEEE,15.0,42.0,630.0,42.0,630.0,,4,Angelinacjewelry,时尚配件,,,,products_new_us.csv,100.0,60.5,60.0,20.0,100.0,60.0,72.4,66.0,66.2,价格战红海
93,Item Shown on Screen (FINAL SALE) -6,15.0,42.0,630.0,42.0,630.0,,4,Truey Hats,时尚配件,,,,products_new_us.csv,100.0,60.5,60.0,20.0,100.0,60.0,72.4,66.0,66.2,价格战红海
97,CZ Gem auction 260818【Scarlett】,12.0,39.0,468.0,39.0,468.0,,4,Luvia Jewelry,时尚配件,,,,products_new_us.csv,100.0,60.4,60.0,20.0,100.0,60.0,72.3,66.0,66.1,价格战红海
100,CZ Gem auction 260817【Aurora】,13.0,37.0,481.0,37.0,481.0,,4,Luvia Jewelry,时尚配件,,,,products_new_us.csv,100.0,60.3,60.0,20.0,100.0,60.0,72.2,66.0,66.1,价格战红海
102,jewelry,6.0,36.0,260.0,36.0,260.0,,4,Bcdiamonds,时尚配件,,,,products_new_us.csv,100.0,60.3,60.0,20.0,100.0,60.0,72.2,66.0,66.1,价格战红海
109,ONE DOLLAR BIDDING1-1,7.0,34.0,238.0,34.0,238.0,,4,CASSIECA,时尚配件,,,,products_new_us.csv,100.0,60.2,60.0,20.0,100.0,60.0,72.1,66.0,66.1,价格战红海
111,jm8.18-3,5.0,33.0,165.0,33.0,165.0,,4,Soocosisx,时尚配件,,,,products_new_us.csv,100.0,60.2,60.0,20.0,100.0,60.0,72.1,66.0,66.1,价格战红海
244,"LZIUOSH 28 Pack Hair Clips —3.5 Inch Duck Bill Sectioning Clips, No Crease Non Slip Metal Clips for Salon Styling and Coloring,",5.6,9.0,60.48,9.0,60.48,12.5,4,Chengbin-shop,时尚配件,,,,products_new_us.csv,100.0,59.2,62.5,20.0,100.0,60.0,71.5,66.6,66.1,价格战红海
435,Ponytail Extension 18 Inch Curly Claw Pony Tails Hair Extensions Clip in Ponytail Hair Extensions Natural Synthetic Hairpiece for Women Everyday Wear,13.99,3.0,41.97,3.0,41.97,12.5,4,Fable Beauty Shop,时尚配件,,,,products_new_us.csv,100.0,59.0,62.5,20.0,100.0,60.0,71.3,66.6,66.1,价格战红海
23,RT Auction Hat- All Sales Final,10.0,159.0,5178.0,213.0,2130.0,,4,RT Clothing,时尚配件,,,,products_new_us.csv,100.0,60.1,60.0,20.0,100.0,60.0,72.1,66.0,66.0,价格战红海
118,Fashion jewelry--#Summervibes Ikty/08/17C,8.0,30.0,240.0,30.0,240.0,,4,Auralis Jewelry,时尚配件,,,,products_new_us.csv,100.0,60.1,60.0,20.0,100.0,60.0,72.0,66.0,66.0,价格战红海
125,14K-Plated Fashion Accessories,6.0,28.0,168.0,28.0,168.0,,4,GLIMELLE,时尚配件,,,,products_new_us.csv,100.0,60.0,60.0,20.0,100.0,60.0,72.0,66.0,66.0,价格战红海
130,cuban link chain,15.0,26.0,390.0,26.0,390.0,,4,KINGLIFE PRO,时尚配件,,,,products_new_us.csv,100.0,59.9,60.0,20.0,100.0,60.0,71.9,66.0,66.0,价格战红海
139,Gold tone flower necklace 18 inch,18.0,25.0,450.0,25.0,450.0,,4,Letis Love,时尚配件,,,,products_new_us.csv,100.0,59.9,60.0,20.0,100.0,60.0,71.9,66.0,66.0,价格战红海
141,"Vintage Patchwork Embroidered Baseball Hat, Truck Driver's Hat With Colorblock, Embroidery, Vintage Number, Lightweight & Adjustable Size' MusicFest Y2KFest Back To School Autumn Halloween Halloween Winter Adjustable Cap Adjustable Casual Hats",10.82,24.0,259.68,24.0,259.68,,4,Chic Slim Gems,时尚配件,,,,products_new_us.csv,100.0,59.8,60.0,20.0,100.0,60.0,71.9,66.0,65.9,价格战红海
149,"14K Gold-Plated Let's Go,Bro！",6.0,21.0,126.0,21.0,126.0,,4,Glam Sparkle Luxe,时尚配件,,,,products_new_us.csv,100.0,59.7,60.0,20.0,100.0,60.0,71.8,66.0,65.9,价格战红海
152,"Women's Classic 3-Piece Dainty Costume Jewelry Set - Creamy White Imitation Pearl Necklace, Rhinestone Center Stud Earrings, Elastic Bead Bracelet with Bling Effect for Office, Wedding",5.0,21.0,105.0,21.0,105.0,,4,LunaraJewelry,时尚配件,,,,products_new_us.csv,100.0,59.7,60.0,20.0,100.0,60.0,71.8,66.0,65.9,价格战红海
155,Freshies (FINAL SALE),12.0,20.0,240.0,20.0,240.0,,4,Hey.Yall,时尚配件,,,,products_new_us.csv,100.0,59.7,60.0,20.0,100.0,60.0,71.8,66.0,65.9,价格战红海
157,Aviation Style Mens Chronograph Wrist Watch Moon‑Phase Function Tachymeter Scale Bezel Multi‑Dial Calendar Stainless Steel Sports Watch,9.0,19.0,171.0,19.0,171.0,,4,FeiceOfficial,时尚配件,,,,products_new_us.csv,100.0,59.6,60.0,20.0,100.0,60.0,71.7,66.0,65.9,价格战红海
164,Mad Hatter Auction Hat,11.0,17.0,187.0,17.0,187.0,,4,The Mad Hatter Company,时尚配件,,,,products_new_us.csv,100.0,59.5,60.0,20.0,100.0,60.0,71.7,66.0,65.9,价格战红海
166,"LGZ# Men’s Luxury Octagonal Bezel Wristwatch with Grid Textured Dial, Date Window and Integrated Stainless Steel Bracelet, Business Casual Watch",9.0,17.0,153.0,17.0,153.0,,4,FeiceOfficial,时尚配件,,,,products_new_us.csv,100.0,59.5,60.0,20.0,100.0,60.0,71.7,66.0,65.9,价格战红海
62,"Western Leopard Charm Smartwatch Band - Vintage Cactus, Cowboy Boot, Charm Pendants Accents, Boho Cowgirl Aesthetic Personalized Item, DIY Bag Accessory, Compatible With 38-49mm Smart Watches, Western & Smartwatch Accessories, Leopard Print, Boho Western",9.99,71.0,709.29,71.0,709.29,11.0,4,VervePieces,时尚配件,,,,products_new_us.csv,100.0,61.7,55.0,20.0,100.0,60.0,73.2,64.8,65.8,价格战红海
170,Moissanite tennis bracelet,25.0,16.0,400.0,16.0,400.0,,4,BlingoJewelry,时尚配件,,,,products_new_us.csv,100.0,59.5,60.0,20.0,100.0,60.0,71.6,66.0,65.8,价格战红海
174,"Women's Elegant Oval Watch, Elegant Fashion Watch, Stainless Steel Quartz Analog Dial, Geometric Pattern, Mineral Glass, Perfect Birthday Gift for Women and Girls",6.3,16.0,100.8,16.0,100.8,,4,Nonoan Fashion Watch,时尚配件,,,,products_new_us.csv,100.0,59.5,60.0,20.0,100.0,60.0,71.6,66.0,65.8,价格战红海
179,Gold Plated Jewelry LIVE -Faby 2,13.0,15.0,195.0,15.0,195.0,,4,Ever Luxe Jewels,时尚配件,,,,products_new_us.csv,100.0,59.5,60.0,20.0,100.0,60.0,71.6,66.0,65.8,价格战红海
180,"2-Pack Progressive Multifocal Readers for Women & Men, Blue Light Filtering Reading Glasses, HD Clear Vision Oversized Eyeglasses for Computer, Phone & Daily Use",10.99,15.0,164.85,15.0,164.85,12.0,4,POMELO JEWELRY,时尚配件,,,,products_new_us.csv,100.0,59.5,60.0,20.0,100.0,60.0,71.6,66.0,65.8,价格战红海
187,925 sterling silver jewelry,10.0,14.0,140.0,14.0,140.0,,4,BlingoJewelry,时尚配件,,,,products_new_us.csv,100.0,59.4,60.0,20.0,100.0,60.0,71.6,66.0,65.8,价格战红海
191,"LGZ# Men’s Fluted Bezel Wristwatch with Honeycomb Textured Dial, Date Display and Integrated Stainless Steel Bracelet, Elegant Business Fashion Watch",9.0,13.0,117.0,13.0,117.0,,4,FeiceOfficial,时尚配件,,,,products_new_us.csv,100.0,59.4,60.0,20.0,100.0,60.0,71.6,66.0,65.8,价格战红海
199,FREE SHIP Gemstone Jewelry | Live Picks-W009,6.0,13.0,78.0,13.0,78.0,,4,AuraGem Jewelry,时尚配件,,,,products_new_us.csv,100.0,59.4,60.0,20.0,100.0,60.0,71.6,66.0,65.8,价格战红海
207,Tough Guys’ve all chosen this one!,8.0,12.0,96.0,12.0,96.0,,4,Glam Sparkle Luxe,时尚配件,,,,products_new_us.csv,100.0,59.3,60.0,20.0,100.0,60.0,71.5,66.0,65.8,价格战红海
216,The Baggie Baddies Collection- Synthetic Wig Auction,15.0,11.0,165.0,11.0,165.0,,4,The White Haired CEO,时尚配件,,,,products_new_us.csv,100.0,59.3,60.0,20.0,100.0,60.0,71.5,66.0,65.8,价格战红海
227,"10 Pcs Mood Changing Energy Brooches, Unisex Social Battery Badges, Casual Solid Pattern Pinbacks, Perfect for Daily Wear and Collection, Brooch Pins, Alloy Brooch Pin",8.82,10.0,88.2,10.0,88.2,,4,FTCY Jewelry,时尚配件,,,,products_new_us.csv,100.0,59.3,60.0,20.0,100.0,60.0,71.5,66.0,65.8,价格战红海
230,jm 8.18-2,5.0,9.0,45.0,9.0,45.0,,4,Soocosisx,时尚配件,,,,products_new_us.csv,100.0,59.2,60.0,20.0,100.0,60.0,71.5,66.0,65.8,价格战红海
238,"Trending Retro Denim Wash Baseball Cap - Unisex Distressed Design, Slim Snug Fit, Urban Retro Vibe All-Season Streetwear Fashion Accessory",9.99,9.0,89.91,9.0,89.91,12.0,4,VibeFashh,时尚配件,,,,products_new_us.csv,100.0,59.2,60.0,20.0,100.0,60.0,71.5,66.0,65.8,价格战红海
246,"LGZ# Men’s Luxury Crystal Bezel Wristwatch with Textured Dial, Date Display and Integrated Metal Bracelet, Modern Business Dress Watch",9.0,9.0,81.0,9.0,81.0,,4,FeiceOfficial,时尚配件,,,,products_new_us.csv,100.0,59.2,60.0,20.0,100.0,60.0,71.5,66.0,65.8,价格战红海
247,Final Sale,22.0,9.0,198.0,9.0,198.0,,4,Tiny Treasures & Co.,时尚配件,,,,products_new_us.csv,100.0,59.2,60.0,20.0,100.0,60.0,71.5,66.0,65.8,价格战红海
250,"Lover Heart Halo Moissanite Stud Earrings, Costume Jewelry Wedding Set - Ideal Birthday, Mother’s Day Gift for Women",8.0,8.0,64.0,8.0,64.0,,4,Luvin Jewels,时尚配件,,,,products_new_us.csv,100.0,59.2,60.0,20.0,100.0,60.0,71.4,66.0,65.8,价格战红海
261,black brown burgundy blonde 1B30 color pixie cut wigs short straight human hair wig machine made pixie wig daily party use human hair wig for women stylish gift wig,17.01,7.0,119.07,7.0,119.07,,4,Smart Health HYSW,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.4,66.0,65.7,价格战红海
262,"4pcs Copper Base Gold-Plated Vintage Granular Embossed Hinged Bangle, Full Surface Carved Grain Textured Snap Clasp Bracelet, Luxury Ethnic Wedding Jewelry Gift For Ladies Daily Party",15.99,7.0,111.93,7.0,111.93,,4,Jiamila@Jewelry,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.4,66.0,65.7,价格战红海
264,92#14KGold-Rope-LionHead-Necklace,8.0,7.0,56.0,7.0,56.0,,4,Holylegend Jewelry USA,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.4,66.0,65.7,价格战红海
271,Turquoise gold tone necklace,20.0,7.0,140.0,7.0,140.0,,4,Letis Love,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.4,66.0,65.7,价格战红海
276,"French Chic Western Cowboy Hat, Fitted Floppy Wide Brim Hat with Rhinestone Trim, Unisex Design, Versatile Glamour Party Accessory for Outdoor Events and Weddings",15.85,7.0,110.95,7.0,110.95,,4,Modern Chic Hats,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.4,66.0,65.7,价格战红海
278,Laminado\NO CANCELACIONES\VENTA FINAL,5.0,7.0,35.0,7.0,35.0,,4,Dayrin Accesorios Shop,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.4,66.0,65.7,价格战红海
283,Western Steer Hair Claw Clip - Stylish Leatherette Clip with Skull Engraving Available in Multiple Color Combinations Perfect for Styling,22.01,6.0,132.06,6.0,132.06,,4,Thetomatovinedesign,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.4,66.0,65.7,价格战红海
286,818 A# Miami Cuban Chains Ice-out in Bundle Shipping,15.0,6.0,90.0,6.0,90.0,,4,KINGLIFE PRO,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.4,66.0,65.7,价格战红海
288,AUCTIONS 8/17 NO CANCELLATIONS(BLUE),10.0,6.0,60.0,6.0,60.0,,4,Giftingshops,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.4,66.0,65.7,价格战红海
290,91#14KGold-Rope-Game-Necklace,6.0,6.0,36.0,6.0,36.0,,4,Holylegend Jewelry USA,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.4,66.0,65.7,价格战红海
306,"TAO-Creative Zircon Crown Teardrop Necklace, Necklace with Initials, A-Z Letter Pendants, 24-Inch Braided Chain, Hip Hop Style, Luxurious and Versatile, Costume Jewelry Necklace",10.38,5.0,51.9,5.0,51.9,,4,TAO-Fashion Hip Hop,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
314,"Korean Style Square Sunglasses, Perfect for Travel, Beach, Sandy Environments, Business Casual, Gift, Driving, Boho Accessories, All Seasons, Fashionable Sunglasses",5.42,5.0,27.1,5.0,27.1,,4,Sunny Chic,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
315,Comfort Colors Tee (FINAL SALE),25.0,5.0,125.0,5.0,125.0,,4,Hey.Yall,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
321,80#14KGold-Rope-4-10,5.0,5.0,25.0,5.0,25.0,,4,Holylegend Jewelry USA,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
330,Rings,20.0,5.0,100.0,5.0,100.0,,4,Twisted Oak TX,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
331,Waterproof Gold Plated Heart Bracelet 7 Inch or Adjustable,6.0,5.0,30.0,5.0,30.0,,4,Shop Minddha,时尚配件,,,,products_new_us.csv,100.0,59.1,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
335,Pulsera de oro laminado estilo español size 6,20.0,4.0,80.0,4.0,80.0,,4,Sudy Loly,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
341,Platinum Plated Diamonds Natural Shell Moon Necklace,29.0,4.0,127.0,4.0,127.0,25.0,4,Cute Things Commin,时尚配件,,,,products_new_us.csv,70.0,59.0,100.0,20.0,100.0,60.0,71.3,65.5,65.7,高佣爆款
349,Waterproof 4mm Tennis Necklace 18 Inch Gold Plated,6.0,4.0,24.0,4.0,24.0,,4,Shop Minddha,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
351,85#14KGold-Figaro-10-24,9.0,4.0,36.0,4.0,36.0,,4,Holylegend Jewelry USA,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
353,"Custom Vintage Western A-Z Initial Metal Keychain - Handmade Cowboy Theme Key Chain Clip, Unisex Western Accessories, Personality Key Holder for Pockets & Bags, Ideal Birthday Gift",10.99,4.0,43.96,4.0,43.96,12.0,4,PEARL BOW BEAUTY,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
356,10K Cadena Final sale no returns.,5.0,4.0,20.0,4.0,20.0,,4,Melanny Jewelry,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
359,10k y 14 k Manillas Final sale no returns.,5.0,4.0,20.0,4.0,20.0,,4,Melanny Jewelry,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
364,As seen live,10.0,4.0,40.0,4.0,40.0,,4,JewelMarts,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
367,"[New Deal] 100 Ice Candy Plastic Bags - Bolsas para bolis de hielo mexicanos Freeze Icepop Bags Popsicle Mold bolsas para helados caseros Popsicle Wrappers Yogurt Ice Cream Smoothie Mold Bag, Freezer Bag, Ice Cream Molds",9.99,4.0,39.96,4.0,39.96,12.0,4,FSV221 shop,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
378,VVS1 D Moissanite Jewelry penny0818a,5.0,4.0,20.0,4.0,20.0,,4,JCLY Moissanite,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
388,90#Lucky-Horseshoe-H,5.0,4.0,20.0,4.0,20.0,,4,Holylegend Jewelry USA,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
389,"Hair Extensions with Micro Rings, Includes I-Tip Hair Pliers, Micro Pulling Hook, Needle Loop Threader, Micro Links, Essential Tools Set, Cluster Extension Kit",6.4,4.0,25.6,4.0,25.6,,4,Wen Yan Store,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
391,"Low-Cut Breathable Mesh Grip Socks with Non-Slip Soft Soles for Indoor Floor Use and Summer Wear, Indoor Use, Floor Socks, Resin, Slip Anti-Slip",9.99,4.0,39.96,4.0,39.96,12.0,4,LuneMart,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
394,86#Prayer-Hands-Necklace,5.0,3.0,15.0,3.0,15.0,,4,Holylegend Jewelry USA,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
411,"7 Inch Desk Goose Outfits Mini Desktop Goose Clothes Accessories Set | Desktop Decoration, Mini Figurine Clothes, 7 Inch Size, Desk Accessory, Goose Costume Set（Mint Forest）",11.56,3.0,34.68,3.0,34.68,,4,Nova Acc,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
417,horizontal rose- blue,6.0,3.0,18.0,3.0,18.0,,4,Gold Dipped Jewelry Inc,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
420,Luxurious men's watches,19.0,3.0,57.0,3.0,57.0,,4,MARK FAIRWHALE,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
427,"LGZ# Men’s Chronograph Wristwatch with Tachymeter Bezel, Date Display and Stainless Steel Bracelet, Fashion Sport Business Watch",9.0,3.0,27.0,3.0,27.0,,4,FeiceOfficial,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
428,"Bull Head Printing Baseball Cap & Necklace Set, Street Style Unisex Baseball Cap, Fashion Accessories for Men & Women",5.17,3.0,15.51,3.0,15.51,,4,Zheyue Hat Trading,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
433,83#14KGold-Cuban-8-24,9.0,3.0,27.0,3.0,27.0,,4,Holylegend Jewelry USA,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
436,"925 Sterling Silver Ring, 3-4 Gram Weight, Open Leaf Design",6.0,3.0,18.0,3.0,18.0,,4,Shop Minddha,时尚配件,,,,products_new_us.csv,100.0,59.0,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
439,"2026 New Rugged Nylon for Apple Watch Ultra 2/ Ultra 3 Band Series 11/10/9/8/7/6/5/4/3/SE iWatch Bands Men,Soft Woven Stars-Stripes Flag Wristbands Strap for Apple Watch Ultra 3/2/1 49mm 46mm 45mm 44mm 42mm Watch strap only; watch face not included. sohoc",12.99,2.0,25.98,2.0,25.98,12.0,4,FSV221 shop,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
444,purple eye bracelet,5.0,2.0,10.0,2.0,10.0,,4,Gold Dipped Jewelry Inc,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
447,Chai Necklace: gold,6.0,2.0,12.0,2.0,12.0,,4,Gold Dipped Jewelry Inc,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
448,leaf heart ring: blue,5.0,2.0,10.0,2.0,10.0,,4,Gold Dipped Jewelry Inc,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
454,prom ring,6.0,2.0,12.0,2.0,12.0,,4,Gold Dipped Jewelry Inc,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
455,Tobilleras fígaro 4mm size con corazón ajustable,20.0,2.0,40.0,2.0,40.0,,4,Lineas Dorada,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
462,sapphire flower bracelet,10.0,2.0,20.0,2.0,20.0,,4,Gold Dipped Jewelry Inc,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
463,Star Of David Bracelet,5.0,2.0,10.0,2.0,10.0,,4,Gold Dipped Jewelry Inc,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
465,heart huggies- sapphire,6.0,2.0,12.0,2.0,12.0,,4,Gold Dipped Jewelry Inc,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
467,lucky butterfly huggies- blue,5.0,2.0,10.0,2.0,10.0,,4,Gold Dipped Jewelry Inc,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
468,turquoise bracelet,7.0,2.0,14.0,2.0,14.0,,4,Gold Dipped Jewelry Inc,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
471,ORO LAMINADO 14K,10.0,2.0,20.0,2.0,20.0,,4,Didiray Jewerly,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
481,Argollas cuadradas con diseños delicados de corazón,18.0,2.0,36.0,2.0,36.0,,4,Lineas Dorada,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
482,lucky butterfly huggies- pink,5.0,2.0,10.0,2.0,10.0,,4,Gold Dipped Jewelry Inc,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
485,"3pcs/set Men's Beaded Bracelet Set, Micro-Set Cross Braided Bracelet, Spanish Bible Cross Bracelet, Vintage Style Jewelry, Bead Bracelets, Fashion Bracelet",9.2,2.0,18.4,2.0,18.4,,4,MANORSAGA FASHION JEWELRY,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
497,57152-IRON MAN STYLE SILVER/BLACK 48MM,22.0,2.0,44.0,2.0,44.0,,4,TimelessSupply,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
498,LC036-1,11.0,2.0,22.0,2.0,22.0,,4,Lady Grayy Wigs USA,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
499,4#14KGold-Rope-6-22,16.0,2.0,32.0,2.0,32.0,,4,Holylegend Jewelry USA,时尚配件,,,,products_new_us.csv,100.0,58.9,60.0,20.0,100.0,60.0,71.3,66.0,65.7,价格战红海
